From_POI,From_Type,From_Label,To_POI,To_Type,To_Label,Distance (m),Duration (s)
119536,Museo,Gallerie d'Italia - Milano,118236,FermataDellaMetropolitana,San Babila,658.6,476.1
101859,Monumento,Monument to Giuseppe Missori,119864,Teatro,Teatro Filodrammatici,792.4,572.6
101859,Monumento,Monument to Giuseppe Missori,122600,Scultura,Disco in forma di rosa del deserto,898.7,648.9
101859,Monumento,Monument to Giuseppe Missori,107607,Museo,Duomo di Milano Museum,510.4,367.1
101859,Monumento,Monument to Giuseppe Missori,116866,Teatro,Teatro Manzoni,739.1,534.0
101859,Monumento,Monument to Giuseppe Missori,117761,Museo,San Fedele museum,791.7,571.7
101859,Monumento,Monument to Giuseppe Missori,118340,Teatro,Piccolo Teatro Grassi,770.2,554.5
101859,Monumento,Monument to Giuseppe Missori,112602,FermataDellaMetropolitana,Duomo,546.4,395.0
101859,Monumento,Monument to Giuseppe Missori,100111,FermataDellaMetropolitana,Missori,87.8,63.0
101859,Monumento,Monument to Giuseppe Missori,115437,FermataDellaMetropolitana,Cordusio,596.4,429.7
101859,Monumento,Monument to Giuseppe Missori,118236,FermataDellaMetropolitana,San Babila,1155.6,832.2
119864,Teatro,Teatro Filodrammatici,122600,Scultura,Disco in forma di rosa del deserto,306.7,222.9
119864,Teatro,Teatro Filodrammatici,107607,Museo,Duomo di Milano Museum,692.8,500.6
119864,Teatro,Teatro Filodrammatici,116866,Teatro,Teatro Manzoni,255.7,186.1
119864,Teatro,Teatro Filodrammatici,117761,Museo,San Fedele museum,287.2,208.9
119864,Teatro,Teatro Filodrammatici,118340,Teatro,Piccolo Teatro Grassi,395.5,284.3
119864,Teatro,Teatro Filodrammatici,112602,FermataDellaMetropolitana,Duomo,482.3,347.1
119864,Teatro,Teatro Filodrammatici,100111,FermataDellaMetropolitana,Missori,849.9,614.0
119864,Teatro,Teatro Filodrammatici,115437,FermataDellaMetropolitana,Cordusio,379.1,272.9
119864,Teatro,Teatro Filodrammatici,118236,FermataDellaMetropolitana,San Babila,821.7,593.3
122600,Scultura,Disco in forma di rosa del deserto,107607,Museo,Duomo di Milano Museum,755.3,543.6
122600,Scultura,Disco in forma di rosa del deserto,116866,Teatro,Teatro Manzoni,312.9,225.2
122600,Scultura,Disco in forma di rosa del deserto,117761,Museo,San Fedele museum,277.0,199.5
122600,Scultura,Disco in forma di rosa del deserto,118340,Teatro,Piccolo Teatro Grassi,665.7,479.3
122600,Scultura,Disco in forma di rosa del deserto,112602,FermataDellaMetropolitana,Duomo,561.9,404.2
122600,Scultura,Disco in forma di rosa del deserto,100111,FermataDellaMetropolitana,Missori,956.2,690.3
122600,Scultura,Disco in forma di rosa del deserto,115437,FermataDellaMetropolitana,Cordusio,516.2,377.8
122600,Scultura,Disco in forma di rosa del deserto,118236,FermataDellaMetropolitana,San Babila,672.0,483.9
107607,Museo,Duomo di Milano Museum,116866,Teatro,Teatro Manzoni,510.1,367.1
107607,Museo,Duomo di Milano Museum,117761,Museo,San Fedele museum,539.8,388.6
107607,Museo,Duomo di Milano Museum,118340,Teatro,Piccolo Teatro Grassi,751.3,541.1
107607,Museo,Duomo di Milano Museum,112602,FermataDellaMetropolitana,Duomo,387.6,278.8
107607,Museo,Duomo di Milano Museum,100111,FermataDellaMetropolitana,Missori,522.2,375.7
107607,Museo,Duomo di Milano Museum,115437,FermataDellaMetropolitana,Cordusio,577.6,416.3
107607,Museo,Duomo di Milano Museum,118236,FermataDellaMetropolitana,San Babila,709.0,510.5
116866,Teatro,Teatro Manzoni,117761,Museo,San Fedele museum,52.8,37.8
116866,Teatro,Teatro Manzoni,118340,Teatro,Piccolo Teatro Grassi,603.0,433.9
116866,Teatro,Teatro Manzoni,112602,FermataDellaMetropolitana,Duomo,258.7,186.0
116866,Teatro,Teatro Manzoni,100111,FermataDellaMetropolitana,Missori,770.0,554.4
116866,Teatro,Teatro Manzoni,115437,FermataDellaMetropolitana,Cordusio,408.5,294.0
116866,Teatro,Teatro Manzoni,118236,FermataDellaMetropolitana,San Babila,649.0,466.9
117761,Museo,San Fedele museum,118340,Teatro,Piccolo Teatro Grassi,646.3,465.3
117761,Museo,San Fedele museum,112602,FermataDellaMetropolitana,Duomo,311.4,223.7
117761,Museo,San Fedele museum,100111,FermataDellaMetropolitana,Missori,822.6,592.1
117761,Museo,San Fedele museum,115437,FermataDellaMetropolitana,Cordusio,461.2,331.7
117761,Museo,San Fedele museum,118236,FermataDellaMetropolitana,San Babila,596.2,429.1
118340,Teatro,Piccolo Teatro Grassi,112602,FermataDellaMetropolitana,Duomo,540.2,388.6
118340,Teatro,Piccolo Teatro Grassi,100111,FermataDellaMetropolitana,Missori,827.6,595.9
118340,Teatro,Piccolo Teatro Grassi,115437,FermataDellaMetropolitana,Cordusio,196.3,141.3
118340,Teatro,Piccolo Teatro Grassi,118236,FermataDellaMetropolitana,San Babila,1165.6,838.6
112602,FermataDellaMetropolitana,Duomo,100111,FermataDellaMetropolitana,Missori,603.9,436.4
112602,FermataDellaMetropolitana,Duomo,115437,FermataDellaMetropolitana,Cordusio,360.1,258.9
112602,FermataDellaMetropolitana,Duomo,118236,FermataDellaMetropolitana,San Babila,703.8,506.0
100111,FermataDellaMetropolitana,Missori,115437,FermataDellaMetropolitana,Cordusio,653.9,471.1
100111,FermataDellaMetropolitana,Missori,118236,FermataDellaMetropolitana,San Babila,1169.6,842.2
115437,FermataDellaMetropolitana,Cordusio,118236,FermataDellaMetropolitana,San Babila,971.1,698.7
